Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Total Irr,Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),Including Shade,Scaled For System,Better Shade Calc,Scaled 2,Diff,Ideal,Shaded Daily Output (W),Ideal Daily Output (W),Percentage
3,13,17,601,60,661,17,2,0.14,42.351,18.195,36.136,36.136,409.78224,36.136,409.78224,0,409.78224,38631.20712,62144.54946,0.62163468
3,13,18,0,0,0,15,1.9,0.14,0,0,0,0,0,0,0,0,0,38631.20712,62144.54946,0.62163468
3,13,19,0,0,0,13,1.8,0.14,0,13,0,0,0,0,0,0,0,38631.20712,62144.54946,0.62163468
3,13,20,0,0,0,13,1.7,0.14,0,13,0,0,0,0,0,0,0,38631.20712,62144.54946,0.62163468
3,13,21,0,0,0,12,1.5,0.14,0,12,0,0,0,0,0,0,0,38631.20712,62144.54946,0.62163468
3,13,22,0,0,0,12,1.4,0.14,0,12,0,0,0,0,0,0,0,38631.20712,62144.54946,0.62163468
3,13,23,0,0,0,12,1.2,0.14,0,12,0,0,0,0,0,0,0,38631.20712,62144.54946,0.62163468
3,14,0,0,0,0,12,1.1,0.14,0,12,0,0,0,0,0,0,0,37611.16141,58443.54768,0.6435468568
3,14,1,0,0,0,12,1,0.14,0,12,0,0,0,0,0,0,0,37611.16141,58443.54768,0.6435468568
3,14,2,0,0,0,11,1,0.14,0,11,0,0,0,0,0,0,0,37611.16141,58443.54768,0.6435468568
3,14,3,0,0,0,11,1,0.14,0,11,0,0,0,0,0,0,0,37611.16141,58443.54768,0.6435468568
3,14,4,0,0,0,10,1.1,0.14,0,10,0,0,0,0,0,0,0,37611.16141,58443.54768,0.6435468568
3,14,5,0,0,0,10,1.2,0.14,0,10,0,0,0,0,0,0,0,37611.16141,58443.54768,0.6435468568
3,14,6,0,0,0,11,1.5,0.14,0,11,0,0,0,0,0,0,0,37611.16141,58443.54768,0.6435468568
3,14,7,124,63,187,13,1.7,0.14,148.319,17.459,133.965,20.09475,227.874465,45.13259358,511.8036112,283.9291462,1519.1631,37611.16141,58443.54768,0.6435468568
3,14,8,722,85,807,16,1.7,0.14,603.8,34.273,541.582,81.2373,921.230982,57.04395291,646.878426,-274.352556,6141.53988,37611.16141,58443.54768,0.6435468568
3,14,9,836,104,940,19,1.5,0.14,797.79,44.15,679.602,101.9403,1156.003002,75.19000851,852.6546965,-303.3483055,7706.68668,37611.16141,58443.54768,0.6435468568
3,14,10,903,113,1016,21,1.1,0.14,911.154,52.485,741.791,111.26865,1261.786491,82.50234547,935.5765977,-326.2098933,8411.90994,37611.16141,58443.54768,0.6435468568
3,14,11,939,116,1055,22,0.7,0.14,947.066,58.265,747.554,747.554,8477.26236,747.554,8477.26236,0,8477.26236,37611.16141,58443.54768,0.6435468568
3,14,12,951,118,1069,23,0.7,0.14,903.634,57.58,714.189,714.189,8098.90326,714.189,8098.90326,0,8098.90326,37611.16141,58443.54768,0.6435468568
3,14,13,654,266,920,23,0.9,0.14,718.714,49.038,587.013,587.013,6656.72742,587.013,6656.72742,0,6656.72742,37611.16141,58443.54768,0.6435468568
3,14,14,905,119,1024,23,1.4,0.14,612.922,42.696,518.123,518.123,5875.51482,518.123,5875.51482,0,5875.51482,37611.16141,58443.54768,0.6435468568
3,14,15,844,112,956,22,2,0.14,396.406,33.039,329.348,329.348,3734.80632,329.348,3734.80632,0,3734.80632,37611.16141,58443.54768,0.6435468568
3,14,16,775,71,846,21,2.4,0.14,157.438,24.723,101.598,101.598,1152.12132,101.598,1152.12132,0,1152.12132,37611.16141,58443.54768,0.6435468568
3,14,17,191,88,279,19,2.6,0.14,68.165,20.717,58.987,58.987,668.91258,58.987,668.91258,0,668.91258,37611.16141,58443.54768,0.6435468568
3,14,18,0,0,0,17,2.8,0.14,0,0,0,0,0,0,0,0,0,37611.16141,58443.54768,0.6435468568
3,14,19,0,0,0,16,2.7,0.14,0,16,0,0,0,0,0,0,0,37611.16141,58443.54768,0.6435468568
3,14,20,0,0,0,16,2,0.14,0,16,0,0,0,0,0,0,0,37611.16141,58443.54768,0.6435468568
3,14,21,0,0,0,15,1.3,0.14,0,15,0,0,0,0,0,0,0,37611.16141,58443.54768,0.6435468568
3,14,22,0,0,0,15,0.9,0.14,0,15,0,0,0,0,0,0,0,37611.16141,58443.54768,0.6435468568
3,14,23,0,0,0,15,0.8,0.14,0,15,0,0,0,0,0,0,0,37611.16141,58443.54768,0.6435468568
3,15,0,0,0,0,14,1,0.14,0,14,0,0,0,0,0,0,0,31161.65665,51110.55936,0.6096911682
3,15,1,0,0,0,14,1.1,0.14,0,14,0,0,0,0,0,0,0,31161.65665,51110.55936,0.6096911682
3,15,2,0,0,0,14,1.1,0.14,0,14,0,0,0,0,0,0,0,31161.65665,51110.55936,0.6096911682
3,15,3,0,0,0,13,1.2,0.14,0,13,0,0,0,0,0,0,0,31161.65665,51110.55936,0.6096911682
3,15,4,0,0,0,12,1.3,0.14,0,12,0,0,0,0,0,0,0,31161.65665,51110.55936,0.6096911682
3,15,5,0,0,0,12,1.3,0.14,0,12,0,0,0,0,0,0,0,31161.65665,51110.55936,0.6096911682
3,15,6,0,0,0,13,1.3,0.14,0,13,0,0,0,0,0,0,0,31161.65665,51110.55936,0.6096911682
3,15,7,347,64,411,15,1.2,0.14,271.739,24.174,245.484,36.8226,417.568284,38.22621898,433.4853232,15.91703921,2783.78856,31161.65665,51110.55936,0.6096911682
3,15,8,616,108,724,18,0.6,0.14,561.398,40.256,490.425,73.56375,834.212925,73.15732044,829.6040138,-4.608911188,5561.4195,31161.65665,51110.55936,0.6096911682
3,15,9,746,134,880,21,0.5,0.14,766.061,52.152,630.185,94.52775,1071.944685,95.95998864,1088.186271,16.24158614,7146.2979,31161.65665,51110.55936,0.6096911682
3,15,10,812,151,963,22,0.9,0.14,881.618,54.035,712.065,106.80975,1211.222565,111.6529751,1266.144737,54.92217238,8074.8171,31161.65665,51110.55936,0.6096911682
3,15,11,40,353,393,23,1.2,0.14,385.233,35.896,324.738,324.738,3682.52892,324.738,3682.52892,0,3682.52892,31161.65665,51110.55936,0.6096911682
3,15,12,159,438,597,23,1.5,0.14,557.995,40.426,465.687,465.687,5280.89058,465.687,5280.89058,0,5280.89058,31161.65665,51110.55936,0.6096911682
3,15,13,885,143,1028,24,1.7,0.14,772.556,47.192,638.561,638.561,7241.28174,638.561,7241.28174,0,7241.28174,31161.65665,51110.55936,0.6096911682
3,15,14,856,137,993,23,1.8,0.14,601.436,40.692,512.068,512.068,5806.85112,512.068,5806.85112,0,5806.85112,31161.65665,51110.55936,0.6096911682
3,15,15,801,125,926,23,1.9,0.14,394.144,34.21,326.695,326.695,3704.7213,326.695,3704.7213,0,3704.7213,31161.65665,51110.55936,0.6096911682
3,15,16,700,104,804,22,1.9,0.14,171.677,26.58,117.082,117.082,1327.70988,117.082,1327.70988,0,1327.70988,31161.65665,51110.55936,0.6096911682
3,15,17,498,71,569,19,1.8,0.14,51.667,20.52,44.114,44.114,500.25276,44.114,500.25276,0,500.25276,31161.65665,51110.55936,0.6096911682
3,15,18,0,0,0,17,1.9,0.14,0,0,0,0,0,0,0,0,0,31161.65665,51110.55936,0.6096911682
3,15,19,0,0,0,16,1.9,0.14,0,16,0,0,0,0,0,0,0,31161.65665,51110.55936,0.6096911682
3,15,20,0,0,0,16,1.8,0.14,0,16,0,0,0,0,0,0,0,31161.65665,51110.55936,0.6096911682
3,15,21,0,0,0,15,1.6,0.14,0,15,0,0,0,0,0,0,0,31161.65665,51110.55936,0.6096911682
3,15,22,0,0,0,15,1.5,0.14,0,15,0,0,0,0,0,0,0,31161.65665,51110.55936,0.6096911682
3,15,23,0,0,0,15,1.3,0.14,0,15,0,0,0,0,0,0,0,31161.65665,51110.55936,0.6096911682
3,16,0,0,0,0,15,1.2,0.14,0,15,0,0,0,0,0,0,0,39160.27752,59448.73662,0.6587234607
3,16,1,0,0,0,15,0.9,0.14,0,15,0,0,0,0,0,0,0,39160.27752,59448.73662,0.6587234607
3,16,2,0,0,0,15,0.5,0.14,0,15,0,0,0,0,0,0,0,39160.27752,59448.73662,0.6587234607
3,16,3,0,0,0,15,0.1,0.14,0,15,0,0,0,0,0,0,0,39160.27752,59448.73662,0.6587234607
3,16,4,0,0,0,15,0,0.14,0,15,0,0,0,0,0,0,0,39160.27752,59448.73662,0.6587234607
3,16,5,0,0,0,15,0.1,0.14,0,15,0,0,0,0,0,0,0,39160.27752,59448.73662,0.6587234607
3,16,6,0,0,0,15,0.3,0.14,0,15,0,0,0,0,0,0,0,39160.27752,59448.73662,0.6587234607
3,16,7,360,64,424,17,0.4,0.14,279.514,28.703,248.765,37.31475,423.149265,37.54943396,425.8105811,2.661316132,2820.9951,39160.27752,59448.73662,0.6587234607
3,16,8,601,113,714,19,0.5,0.14,559.136,41.808,485.086,72.7629,825.131286,76.77131373,870.5866976,45.45541165,5500.87524,39160.27752,59448.73662,0.6587234607
3,16,9,740,136,876,21,0.8,0.14,766.237,49.658,636.765,95.51475,1083.137265,98.85849315,1121.055312,37.91804733,7220.9151,39160.27752,59448.73662,0.6587234607
3,16,10,849,132,981,22,1.2,0.14,896.52,52.22,729.879,109.48185,1241.524179,98.21001835,1113.701608,-127.8225709,8276.82786,39160.27752,59448.73662,0.6587234607
3,16,11,891,135,1026,23,1.6,0.14,929.853,51.541,754.832,754.832,8559.79488,754.832,8559.79488,0,8559.79488,39160.27752,59448.73662,0.6587234607
3,16,12,914,131,1045,24,2,0.14,890.826,49.115,729.429,729.429,8271.72486,729.429,8271.72486,0,8271.72486,39160.27752,59448.73662,0.6587234607
3,16,13,907,130,1037,24,2.5,0.14,778.153,43.927,652.052,652.052,7394.26968,652.052,7394.26968,0,7394.26968,39160.27752,59448.73662,0.6587234607
3,16,14,886,122,1008,24,2.8,0.14,609.098,38.798,522.824,522.824,5928.82416,522.824,5928.82416,0,5928.82416,39160.27752,59448.73662,0.6587234607
3,16,15,841,109,950,23,2.9,0.14,396.308,32.34,330.77,330.77,3750.9318,330.77,3750.9318,0,3750.9318,39160.27752,59448.73662,0.6587234607
3,16,16,754,89,843,22,2.7,0.14,172.896,25.93,115.949,115.949,1314.86166,115.949,1314.86166,0,1314.86166,39160.27752,59448.73662,0.6587234607
3,16,17,570,61,631,20,2.3,0.14,42.74,21.137,36.042,36.042,408.71628,36.042,408.71628,0,408.71628,39160.27752,59448.73662,0.6587234607
3,16,18,0,0,0,18,2.1,0.14,0,0,0,0,0,0,0,0,0,39160.27752,59448.73662,0.6587234607
3,16,19,0,0,0,16,2.1,0.14,0,16,0,0,0,0,0,0,0,39160.27752,59448.73662,0.6587234607
3,16,20,0,0,0,16,2.1,0.14,0,16,0,0,0,0,0,0,0,39160.27752,59448.73662,0.6587234607
3,16,21,0,0,0,15,2.1,0.14,0,15,0,0,0,0,0,0,0,39160.27752,59448.73662,0.6587234607
3,16,22,0,0,0,15,2.1,0.14,0,15,0,0,0,0,0,0,0,39160.27752,59448.73662,0.6587234607
3,16,23,0,0,0,15,2.2,0.14,0,15,0,0,0,0,0,0,0,39160.27752,59448.73662,0.6587234607
3,17,0,0,0,0,14,2.2,0.14,0,14,0,0,0,0,0,0,0,38194.97574,60853.22964,0.6276573317
3,17,1,0,0,0,14,2.1,0.14,0,14,0,0,0,0,0,0,0,38194.97574,60853.22964,0.6276573317
3,17,2,0,0,0,14,2,0.14,0,14,0,0,0,0,0,0,0,38194.97574,60853.22964,0.6276573317
3,17,3,0,0,0,13,1.9,0.14,0,13,0,0,0,0,0,0,0,38194.97574,60853.22964,0.6276573317
3,17,4,0,0,0,13,1.8,0.14,0,13,0,0,0,0,0,0,0,38194.97574,60853.22964,0.6276573317
3,17,5,0,0,0,12,1.7,0.14,0,12,0,0,0,0,0,0,0,38194.97574,60853.22964,0.6276573317
3,17,6,0,0,0,13,2,0.14,0,13,0,0,0,0,0,0,0,38194.97574,60853.22964,0.6276573317
3,17,7,438,58,496,16,2.4,0.14,314.923,24.255,287.158,43.0737,488.455758,33.57895968,380.7854027,-107.6703553,3256.37172,38194.97574,60853.22964,0.6276573317
3,17,8,694,93,787,18,2.5,0.14,602.535,33.549,541.357,81.20355,920.848257,63.97230114,725.445895,-195.402362,6138.98838,38194.97574,60853.22964,0.6276573317
3,17,9,819,111,930,21,2.3,0.14,801.131,42.393,686.537,102.98055,1167.799437,81.9415129,929.2167563,-238.5826807,7785.32958,38194.97574,60853.22964,0.6276573317
3,17,10,885,122,1007,23,1.7,0.14,920.103,50.675,753.854,113.0781,1282.305654,91.3308719,1035.692087,-246.6135667,8548.70436,38194.97574,60853.22964,0.6276573317
3,17,11,917,129,1046,24,1.3,0.14,949.508,55.206,758.679,758.679,8603.41986,758.679,8603.41986,0,8603.41986,38194.97574,60853.22964,0.6276573317
3,17,12,925,133,1058,25,1,0.14,904.397,56.966,716,716,8119.44,716,8119.44,0,8119.44,38194.97574,60853.22964,0.6276573317
3,17,13,919,130,1049,26,0.8,0.14,789.063,55.387,630.035,630.035,7144.5969,630.035,7144.5969,0,7144.5969,38194.97574,60853.22964,0.6276573317
3,17,14,884,128,1012,26,0.7,0.14,612.967,49.479,503.324,503.324,5707.69416,503.324,5707.69416,0,5707.69416,38194.97574,60853.22964,0.6276573317
3,17,15,822,120,942,25,0.7,0.14,400.765,40.16,324.694,324.694,3682.02996,324.694,3682.02996,0,3682.02996,38194.97574,60853.22964,0.6276573317
3,17,16,716,102,818,24,0.8,0.14,175.132,30.044,117.679,117.679,1334.47986,117.679,1334.47986,0,1334.47986,38194.97574,60853.22964,0.6276573317
3,17,17,512,71,583,22,1.1,0.14,51.311,23.771,43.181,43.181,489.67254,43.181,489.67254,0,489.67254,38194.97574,60853.22964,0.6276573317
3,17,18,50,8,58,20,1.5,0.14,7.759,20.205,3.748,3.748,42.50232,3.748,42.50232,0,42.50232,38194.97574,60853.22964,0.6276573317
3,17,19,0,0,0,18,1.5,0.14,0,18,0,0,0,0,0,0,0,38194.97574,60853.22964,0.6276573317
3,17,20,0,0,0,17,1.3,0.14,0,17,0,0,0,0,0,0,0,38194.97574,60853.22964,0.6276573317
3,17,21,0,0,0,16,1.3,0.14,0,16,0,0,0,0,0,0,0,38194.97574,60853.22964,0.6276573317
3,17,22,0,0,0,16,1.4,0.14,0,16,0,0,0,0,0,0,0,38194.97574,60853.22964,0.6276573317
3,17,23,0,0,0,15,1.5,0.14,0,15,0,0,0,0,0,0,0,38194.97574,60853.22964,0.6276573317
3,18,0,0,0,0,15,1.4,0.14,0,15,0,0,0,0,0,0,0,38081.0432,60309.96426,0.631422082
3,18,1,0,0,0,15,1.4,0.14,0,15,0,0,0,0,0,0,0,38081.0432,60309.96426,0.631422082
3,18,2,0,0,0,14,1.5,0.14,0,14,0,0,0,0,0,0,0,38081.0432,60309.96426,0.631422082
3,18,3,0,0,0,14,1.5,0.14,0,14,0,0,0,0,0,0,0,38081.0432,60309.96426,0.631422082
3,18,4,0,0,0,14,1.6,0.14,0,14,0,0,0,0,0,0,0,38081.0432,60309.96426,0.631422082
3,18,5,0,0,0,14,1.6,0.14,0,14,0,0,0,0,0,0,0,38081.0432,60309.96426,0.631422082
3,18,6,0,0,0,15,1.8,0.14,0,15,0,0,0,0,0,0,0,38081.0432,60309.96426,0.631422082
3,18,7,453,58,511,17,2,0.14,324.589,26.201,294.39,44.1585,500.75739,33.41412916,378.9162247,-121.8411653,3338.3826,38081.0432,60309.96426,0.631422082
3,18,8,704,91,795,20,1.7,0.14,609.713,38.446,537.256,80.5884,913.872456,61.49722767,697.3785618,-216.4938942,6092.48304,38081.0432,60309.96426,0.631422082
3,18,9,823,109,932,23,1,0.14,805.11,51.59,664.03,99.6045,1129.51503,77.66016094,880.6662251,-248.8488049,7530.1002,38081.0432,60309.96426,0.631422082
3,18,10,895,116,1011,24,0.5,0.14,919.452,61.3,719.694,107.9541,1224.199494,82.57616617,936.4137244,-287.7857696,8161.32996,38081.0432,60309.96426,0.631422082
3,18,11,925,123,1048,25,0.5,0.14,953.268,63.613,734.105,734.105,8324.7507,734.105,8324.7507,0,8324.7507,38081.0432,60309.96426,0.631422082
3,18,12,932,127,1059,26,1,0.14,906.967,58.057,714.616,714.616,8103.74544,714.616,8103.74544,0,8103.74544,38081.0432,60309.96426,0.631422082
3,18,13,913,131,1044,26,1.5,0.14,787.857,50.716,641.607,641.607,7275.82338,641.607,7275.82338,0,7275.82338,38081.0432,60309.96426,0.631422082
3,18,14,881,128,1009,26,1.8,0.14,613.233,44.039,515.046,515.046,5840.62164,515.046,5840.62164,0,5840.62164,38081.0432,60309.96426,0.631422082
3,18,15,822,119,941,25,2,0.14,401.586,36.197,331.002,331.002,3753.56268,331.002,3753.56268,0,3753.56268,38081.0432,60309.96426,0.631422082
3,18,16,720,101,821,24,2.1,0.14,176.327,28.517,119.325,119.325,1353.1455,119.325,1353.1455,0,1353.1455,38081.0432,60309.96426,0.631422082
3,18,17,518,70,588,21,2.1,0.14,50.241,22.39,42.503,42.503,481.98402,42.503,481.98402,0,481.98402,38081.0432,60309.96426,0.631422082
3,18,18,54,10,64,19,2.3,0.14,9.698,19.217,4.765,4.765,54.0351,4.765,54.0351,0,54.0351,38081.0432,60309.96426,0.631422082
3,18,19,0,0,0,18,2.4,0.14,0,18,0,0,0,0,0,0,0,38081.0432,60309.96426,0.631422082
3,18,20,0,0,0,17,2,0.14,0,17,0,0,0,0,0,0,0,38081.0432,60309.96426,0.631422082
3,18,21,0,0,0,16,1.7,0.14,0,16,0,0,0,0,0,0,0,38081.0432,60309.96426,0.631422082
3,18,22,0,0,0,16,1.5,0.14,0,16,0,0,0,0,0,0,0,38081.0432,60309.96426,0.631422082
3,18,23,0,0,0,16,1.2,0.14,0,16,0,0,0,0,0,0,0,38081.0432,60309.96426,0.631422082
3,19,0,0,0,0,16,1.1,0.14,0,16,0,0,0,0,0,0,0,38849.78047,62251.64442,0.6240763731
3,19,1,0,0,0,16,0.9,0.14,0,16,0,0,0,0,0,0,0,38849.78047,62251.64442,0.6240763731
3,19,2,0,0,0,16,0.7,0.14,0,16,0,0,0,0,0,0,0,38849.78047,62251.64442,0.6240763731
3,19,3,0,0,0,15,0.7,0.14,0,15,0,0,0,0,0,0,0,38849.78047,62251.64442,0.6240763731
3,19,4,0,0,0,15,0.8,0.14,0,15,0,0,0,0,0,0,0,38849.78047,62251.64442,0.6240763731
3,19,5,0,0,0,14,1.1,0.14,0,14,0,0,0,0,0,0,0,38849.78047,62251.64442,0.6240763731
3,19,6,0,0,0,15,1.5,0.14,0,15,0,0,0,0,0,0,0,38849.78047,62251.64442,0.6240763731
3,19,7,477,57,534,17,2,0.14,337.955,26.584,306.779,46.01685,521.831079,32.74607303,371.3404682,-150.4906108,3478.87386,38849.78047,62251.64442,0.6240763731
3,19,8,724,89,813,20,2.5,0.14,623.844,36.098,554.934,83.2401,943.942734,60.74923247,688.8962962,-255.0464378,6292.95156,38849.78047,62251.64442,0.6240763731
3,19,9,839,106,945,22,2.5,0.14,817.737,43.032,698.632,104.7948,1188.373032,78.3650709,888.659904,-299.713128,7922.48688,38849.78047,62251.64442,0.6240763731
3,19,10,902,116,1018,24,2,0.14,928.547,50.233,762.001,114.30015,1296.163701,86.82919057,984.6430211,-311.5206799,8641.09134,38849.78047,62251.64442,0.6240763731
3,19,11,935,122,1057,25,1.6,0.14,963.888,54.585,771.919,771.919,8753.56146,771.919,8753.56146,0,8753.56146,38849.78047,62251.64442,0.6240763731
3,19,12,947,123,1070,26,1.2,0.14,918.147,56.884,726.994,726.994,8244.11196,726.994,8244.11196,0,8244.11196,38849.78047,62251.64442,0.6240763731
3,19,13,942,120,1062,26,1.2,0.14,801.06,52.952,646.31,646.31,7329.1554,646.31,7329.1554,0,7329.1554,38849.78047,62251.64442,0.6240763731
3,19,14,914,116,1030,26,1.6,0.14,625.653,45.216,523.151,523.151,5932.53234,523.151,5932.53234,0,5932.53234,38849.78047,62251.64442,0.6240763731
3,19,15,860,107,967,25,2,0.14,406.805,36.342,335.109,335.109,3800.13606,335.109,3800.13606,0,3800.13606,38849.78047,62251.64442,0.6240763731
3,19,16,770,90,860,24,2.3,0.14,180.576,28.429,120.852,120.852,1370.46168,120.852,1370.46168,0,1370.46168,38849.78047,62251.64442,0.6240763731
3,19,17,578,64,642,22,2.4,0.14,44.885,23.172,37.615,37.615,426.5541,37.615,426.5541,0,426.5541,38849.78047,62251.64442,0.6240763731
3,19,18,86,11,97,19,2.6,0.14,10.668,19.226,5.267,5.267,59.72778,5.267,59.72778,0,59.72778,38849.78047,62251.64442,0.6240763731
3,19,19,0,0,0,18,2.6,0.14,0,18,0,0,0,0,0,0,0,38849.78047,62251.64442,0.6240763731
3,19,20,0,0,0,17,2.2,0.14,0,17,0,0,0,0,0,0,0,38849.78047,62251.64442,0.6240763731
3,19,21,0,0,0,16,1.8,0.14,0,16,0,0,0,0,0,0,0,38849.78047,62251.64442,0.6240763731
3,19,22,0,0,0,16,1.6,0.14,0,16,0,0,0,0,0,0,0,38849.78047,62251.64442,0.6240763731
3,19,23,0,0,0,16,1.5,0.14,0,16,0,0,0,0,0,0,0,38849.78047,62251.64442,0.6240763731
3,20,0,0,0,0,15,1.5,0.14,0,15,0,0,0,0,0,0,0,35807.16698,59248.9485,0.6043510963
3,20,1,0,0,0,14,1.6,0.14,0,14,0,0,0,0,0,0,0,35807.16698,59248.9485,0.6043510963
3,20,2,0,0,0,14,1.7,0.14,0,14,0,0,0,0,0,0,0,35807.16698,59248.9485,0.6043510963
3,20,3,0,0,0,13,1.8,0.14,0,13,0,0,0,0,0,0,0,35807.16698,59248.9485,0.6043510963
3,20,4,0,0,0,13,2,0.14,0,13,0,0,0,0,0,0,0,35807.16698,59248.9485,0.6043510963
3,20,5,0,0,0,13,2.2,0.14,0,13,0,0,0,0,0,0,0,35807.16698,59248.9485,0.6043510963
3,20,6,0,0,0,14,2.7,0.14,0,14,0,0,0,0,0,0,0,35807.16698,59248.9485,0.6043510963
3,20,7,489,57,546,16,3,0.14,346.234,24.168,317.8,47.67,540.5778,33.17692308,376.2263077,-164.3514923,3603.852,35807.16698,59248.9485,0.6043510963
3,20,8,723,88,811,19,3,0.14,624.664,33.762,560.696,84.1044,953.743896,60.84000986,689.9257119,-263.8181841,6358.29264,35807.16698,59248.9485,0.6043510963
3,20,9,825,107,932,23,3.2,0.14,810.356,41.465,696.519,104.47785,1184.778819,79.96516416,906.8049616,-277.9738574,7898.52546,35807.16698,59248.9485,0.6043510963
3,20,10,863,127,990,25,3.2,0.14,914.739,45.788,764.174,114.6261,1299.859974,98.03040202,1111.664759,-188.1952151,8665.73316,35807.16698,59248.9485,0.6043510963
3,20,11,877,143,1020,26,3.2,0.14,941.383,47.36,776.626,776.626,8806.93884,776.626,8806.93884,0,8806.93884,35807.16698,59248.9485,0.6043510963
3,20,12,867,156,1023,27,3.4,0.14,888.614,46.513,734.413,734.413,8328.24342,734.413,8328.24342,0,8328.24342,35807.16698,59248.9485,0.6043510963
3,20,13,796,192,988,27,3.6,0.14,763.813,43.258,640.089,640.089,7258.60926,640.089,7258.60926,0,7258.60926,35807.16698,59248.9485,0.6043510963
3,20,14,11,241,252,27,3.9,0.14,231.44,31.691,195.815,195.815,2220.5421,195.815,2220.5421,0,2220.5421,35807.16698,59248.9485,0.6043510963
3,20,15,684,173,857,26,4,0.14,396.196,33.878,331.593,331.593,3760.26462,331.593,3760.26462,0,3760.26462,35807.16698,59248.9485,0.6043510963
3,20,16,560,147,707,25,4.1,0.14,193.846,28.653,142.409,142.409,1614.91806,142.409,1614.91806,0,1614.91806,35807.16698,59248.9485,0.6043510963
3,20,17,349,97,446,23,4.1,0.14,70.828,24.404,60.442,60.442,685.41228,60.442,685.41228,0,685.41228,35807.16698,59248.9485,0.6043510963
3,20,18,11,9,20,22,4.2,0.14,8.729,22.144,4.199,4.199,47.61666,4.199,47.61666,0,47.61666,35807.16698,59248.9485,0.6043510963
3,20,19,0,0,0,20,4.4,0.14,0,20,0,0,0,0,0,0,0,35807.16698,59248.9485,0.6043510963
3,20,20,0,0,0,19,4.3,0.14,0,19,0,0,0,0,0,0,0,35807.16698,59248.9485,0.6043510963
3,20,21,0,0,0,19,4.1,0.14,0,19,0,0,0,0,0,0,0,35807.16698,59248.9485,0.6043510963
3,20,22,0,0,0,18,3.9,0.14,0,18,0,0,0,0,0,0,0,35807.16698,59248.9485,0.6043510963
3,20,23,0,0,0,17,3.7,0.14,0,17,0,0,0,0,0,0,0,35807.16698,59248.9485,0.6043510963
3,21,0,0,0,0,17,3.5,0.14,0,17,0,0,0,0,0,0,0,38098.91147,58872.30174,0.6471449281
3,21,1,0,0,0,17,3.3,0.14,0,17,0,0,0,0,0,0,0,38098.91147,58872.30174,0.6471449281
3,21,2,0,0,0,16,3.1,0.14,0,16,0,0,0,0,0,0,0,38098.91147,58872.30174,0.6471449281
3,21,3,0,0,0,16,3,0.14,0,16,0,0,0,0,0,0,0,38098.91147,58872.30174,0.6471449281
3,21,4,0,0,0,16,2.8,0.14,0,16,0,0,0,0,0,0,0,38098.91147,58872.30174,0.6471449281
3,21,5,0,0,0,15,2.7,0.14,0,15,0,0,0,0,0,0,0,38098.91147,58872.30174,0.6471449281
3,21,6,0,0,0,16,3,0.14,0,16,0,0,0,0,0,0,0,38098.91147,58872.30174,0.6471449281
3,21,7,336,76,412,18,3.5,0.14,288.061,24.264,262.462,39.3693,446.447862,48.41532039,549.0297332,102.5818712,2976.31908,38098.91147,58872.30174,0.6471449281
3,21,8,599,119,718,21,3.4,0.14,576.102,33.748,515.671,77.35065,877.156371,85.46636351,969.1885622,92.0321912,5847.70914,38098.91147,58872.30174,0.6471449281
3,21,9,734,141,875,23,2.8,0.14,780.16,42.006,668.018,100.2027,1136.298618,107.6463291,1220.709372,84.41075448,7575.32412,38098.91147,58872.30174,0.6471449281
3,21,10,815,149,964,24,2.2,0.14,898.324,48.379,741.92,111.288,1262.00592,114.6743568,1300.407207,38.40128664,8413.3728,38098.91147,58872.30174,0.6471449281
3,21,11,851,156,1007,25,2,0.14,933.936,51.333,757.465,757.465,8589.6531,757.465,8589.6531,0,8589.6531,38098.91147,58872.30174,0.6471449281
3,21,12,863,158,1021,26,2,0.14,889.406,51.063,721.11,721.11,8177.3874,721.11,8177.3874,0,8177.3874,38098.91147,58872.30174,0.6471449281
3,21,13,851,159,1010,27,1.9,0.14,775.351,49.305,634.298,634.298,7192.93932,634.298,7192.93932,0,7192.93932,38098.91147,58872.30174,0.6471449281
3,21,14,200,381,581,27,1.8,0.14,455.185,40.334,380.741,380.741,4317.60294,380.741,4317.60294,0,4317.60294,38098.91147,58872.30174,0.6471449281
3,21,15,762,139,901,26,1.7,0.14,397.488,37.813,326.701,326.701,3704.78934,326.701,3704.78934,0,3704.78934,38098.91147,58872.30174,0.6471449281
3,21,16,662,116,778,25,1.5,0.14,184.328,30.424,128.179,128.179,1453.54986,128.179,1453.54986,0,1453.54986,38098.91147,58872.30174,0.6471449281
3,21,17,456,81,537,23,1.5,0.14,58.415,24.835,49.286,49.286,558.90324,49.286,558.90324,0,558.90324,38098.91147,58872.30174,0.6471449281
3,21,18,32,12,44,21,1.7,0.14,11.638,21.294,5.71,5.71,64.7514,5.71,64.7514,0,64.7514,38098.91147,58872.30174,0.6471449281
3,21,19,0,0,0,19,1.6,0.14,0,19,0,0,0,0,0,0,0,38098.91147,58872.30174,0.6471449281
3,21,20,0,0,0,18,1.2,0.14,0,18,0,0,0,0,0,0,0,38098.91147,58872.30174,0.6471449281
3,21,21,0,0,0,18,0.7,0.14,0,18,0,0,0,0,0,0,0,38098.91147,58872.30174,0.6471449281
